"customer_id","monetaryvalue","frequency","recency"
"14798","724","8","52"
"14799","338","2","50"
"14800","7774","17","47"
"14801","193","1","60"
"14802","1503","2","437"
"14803","846","3","161"
"14804","353","1","8"
"14805","1105","7","14"
"14806","303","2","74"
"14807","519","2","390"
"14808","2741","8","39"
"14809","687","2","620"
"14810","2537","13","40"
"14811","171","1","386"
"14812","186","1","598"
"14813","1091","4","369"
"14814","160","1","580"
"14815","779","2","36"
"14816","272","1","196"
"14817","3960","7","199"
"14818","1170","6","73"
"14819","470","4","63"
"14820","1275","9","20"
"14821","1286","7","366"
"14822","158","1","484"
"14823","321","3","179"
"14824","4023","10","9"
"14825","4925","24","3"
"14826","385","2","581"
"14827","0","1","664"
"14828","9839","13","196"
"14829","1693","7","28"
"14830","197","1","52"
"14831","1677","3","679"
"14832","323","1","629"
"14833","95","1","498"
"14834","2206","7","17"
"14835","297","2","528"
"14836","102","3","9"
"14837","3460","9","89"
"14838","774","2","422"
"14839","915","3","417"
"14840","363","2","267"
"14841","7163","14","52"
"14842","2825","4","43"
"14843","212","1","436"
"14844","6702","10","63"
"14845","150","1","599"
"14846","437","1","426"
"14847","1349","3","148"
"14848","311","1","404"
"14849","15763","43","21"
"14850","1794","7","311"
"14851","829","3","22"
"14852","6147","18","57"
"14853","1377","5","23"
"14854","4323","11","77"
"14855","6520","7","118"
"14856","1311","3","35"
"14857","3652","7","59"
"14858","181","1","505"
"14859","1706","5","12"
"14860","170","1","18"
"14861","1381","10","51"
"14862","841","2","25"
"14863","267","1","28"
"14865","130","4","6"
"14866","20850","19","10"
"14867","2952","16","185"
"14868","4184","12","2"
"14869","2804","6","8"
"14870","1839","6","261"
"14871","1259","9","2"
"14872","817","3","483"
"14873","854","2","209"
"14874","116","1","534"
"14875","2862","3","107"
"14876","257","2","520"
"14877","437","2","417"
"14878","4105","25","12"
"14879","185","1","684"
"14880","706","3","76"
"14881","255","1","19"
"14882","3628","14","26"
"14883","762","6","18"
"14884","121","1","668"
"14885","1598","3","131"
"14886","365","1","252"
"14887","1862","1","78"
"14888","369","1","206"
"14889","136","1","335"
"14890","817","3","253"
"14891","1107","4","147"
"14892","202","1","690"
"14893","1810","3","9"
"14894","1493","3","84"
"14895","25120","38","7"
"14896","2092","8","204"
"14897","3141","8","7"
"14898","3508","14","22"
"14899","1385","1","394"
"14900","14","1","521"
"14901","2290","12","10"
"14902","1036","3","25"
"14903","2811","5","20"
"14904","1641","4","1"
"14905","1971","8","157"
"14906","68","1","444"
"14907","6166","16","2"
"14908","382","2","73"
"14909","1405","3","436"
"14910","434","4","2"
"14911","295973","398","0"
"14912","1889","6","16"
"14913","4073","8","35"
"14915","1811","11","90"
"14916","3043","8","70"
"14917","1124","2","596"
"14918","5956","9","115"
"14919","359","1","538"
"14920","1607","3","212"
"14921","1316","2","29"
"14922","844","2","393"
"14923","749","1","50"
"14924","931","3","245"
"14926","359","2","381"
"14927","308","1","396"
"14928","224","1","627"
"14929","837","2","31"
"14930","5247","6","108"
"14931","1258","5","4"
"14932","1030","2","365"
"14933","1770","4","443"
"14934","3504","5","81"
"14935","2850","2","296"
"14936","12411","12","33"
"14937","1622","3","56"
"14938","2322","2","561"
"14940","531","2","417"
"14941","182","1","578"
"14942","747","4","401"
"14943","108","1","662"
"14944","9785","19","29"
"14945","179","1","413"
"14946","101","1","13"
"14947","1050","6","71"
"14948","1102","6","22"
"14949","515","4","468"
"14950","371","1","18"
"14951","312","1","78"
"14952","17629","32","59"
"14953","1014","4","24"
"14954","503","2","11"
"14955","164","1","732"
"14956","1325","1","420"
"14957","333","2","252"
"14958","958","6","146"
"14959","695","4","63"
"14960","221","2","7"
"14961","16410","22","10"
"14962","367","4","270"
"14963","3164","12","9"
"14964","206","1","246"
"14965","599","2","95"
"14966","1116","6","14"
"14967","1983","6","49"
"14968","505","2","29"
"14969","906","1","703"
"14970","4919","12","67"
"14971","1117","3","34"
"14972","145","2","127"
"14973","1314","3","106"
"14974","114","1","36"
"14975","472","2","56"
"14976","791","7","56"
"14977","32","1","725"
"14978","3142","10","71"
"14979","439","1","734"
"14980","151","1","736"
"14981","373","2","245"
"14982","238","1","571"
"14983","183","1","688"
"14984","1271","6","18"
"14985","297","2","197"
"14986","567","2","375"
"14987","1714","8","15"
"14988","2067","7","211"
"14989","342","1","661"
"14990","305","2","611"
"14991","315","1","429"
"14992","211","1","441"
"14993","36","1","563"
"14994","961","5","381"
"14995","233","2","38"
"14996","442","2","480"
"14997","777","4","45"
"14998","771","4","169"
"14999","129","1","592"
"15000","491","1","47"
"15001","231","2","393"
"15002","4817","9","115"
"15003","1061","6","472"
"15004","1246","1","146"
"15005","14106","56","15"
"15006","825","2","50"
"15007","157","1","158"
"15008","360","2","479"
"15009","1262","3","11"
"15010","309","1","35"
"15011","417","2","395"
"15012","861","3","53"
"15013","1641","10","487"
"15014","260","2","42"
"15015","2365","13","500"
"15016","630","5","172"
"15017","126","1","33"
"15018","607","3","38"
"15019","266","1","266"
"15020","203","1","378"
"15021","2784","12","8"
"15022","1186","5","11"
"15023","12171","20","2"
"15024","4076","16","9"
"15025","1013","2","32"
"15026","1062","5","79"
"15027","3196","10","30"
"15028","1158","6","7"
"15029","365","1","619"
"15030","1980","8","71"
"15031","3157","14","3"
"15032","13781","8","255"
"15033","2587","10","4"
"15034","8313","14","15"
"15035","253","1","89"
"15036","466","3","71"
"15037","403","2","375"
"15038","1310","9","58"
"15039","40031","93","9"
"15040","7","1","541"
"15041","294","2","169"
"15042","315","2","198"
"15043","2874","6","30"
"15044","16204","35","18"
"15045","736","2","151"
"15046","7812","25","8"
"15047","344","1","269"
"15048","483","4","64"
"15049","121","1","273"
"15050","4194","5","24"
"15051","3935","9","22"
"15052","216","1","318"
"15053","698","3","4"
"15054","302","2","11"
"15055","560","3","474"
"15056","133","1","519"
"15057","3256","5","274"
"15058","3410","16","24"
"15059","3524","19","40"
"15060","303","4","7"
"15061","137819","127","3"
"15062","2586","8","70"
"15063","371","1","212"
"15064","1254","4","409"
"15065","3327","5","37"
"15066","894","1","52"
"15067","3878","5","77"
"15068","1177","4","45"
"15069","1110","1","178"
"15070","843","3","372"
"15071","1456","4","93"
"15072","188","1","478"
"15073","2788","8","9"
"15074","1566","3","104"
"15075","773","1","77"
"15076","1448","3","172"
"15077","2428","2","494"
"15078","17762","53","6"
"15079","3767","11","212"
"15080","546","2","427"
"15081","1966","12","21"
"15082","93","1","668"
"15083","88","1","256"
"15084","965","2","379"
"15085","348","1","729"
"15086","219","2","564"
"15087","307","1","281"
"15088","1160","2","20"
"15089","2421","6","9"
"15090","381","1","307"
"15091","1047","3","67"
"15092","776","3","214"
"15093","14326","23","17"
"15094","83","2","462"
"15095","3142","10","103"
"15096","219","1","42"
"15097","908","3","3"
"15098","39917","3","181"
"15099","410","1","83"
"15100","2895","7","333"
"15101","1478","6","8"
"15102","555","2","530"
"15103","703","2","30"
"15104","1027","2","196"
"15105","3095","9","17"
"15106","1423","5","17"
"15107","940","9","310"
"15108","1300","4","141"
"15109","983","3","245"
"15110","1506","6","23"
"15111","2731","5","28"
"15112","209","1","610"
"15113","3609","3","9"
"15114","3400","12","29"
"15115","532","2","17"
"15116","1353","4","17"
"15117","2486","8","14"
"15118","245","1","133"
"15119","266","1","245"
"15120","359","1","133"
"15121","458","2","49"
"15122","4497","11","113"
"15123","4656","5","6"
"15124","451","4","22"
"15125","17025","24","24"
"15126","449","2","536"
"15127","712","2","65"
"15128","1784","5","59"
"15129","6860","23","49"
"15130","330","1","169"
"15131","80","1","394"
"15132","978","5","17"
"15133","1807","5","127"
"15134","1596","10","14"
"15135","306","2","238"
"15136","1287","4","2"
"15137","823","2","520"
"15138","503","1","393"
"15139","179","2","239"
"15140","3244","8","51"
"15141","1388","7","457"
"15142","2620","6","45"
"15143","564","2","225"
"15144","12160","29","7"
"15145","1195","4","3"
"15146","1327","2","164"
"15147","624","1","239"
"15148","301","1","10"
"15149","1555","5","133"
"15150","9001","13","16"
"15151","2086","2","422"
"15152","5264","14","9"
"15153","329","1","30"
"15154","1388","3","74"
"15155","384","1","382"
"15156","961","3","0"
"15157","2654","5","3"
"15158","606","2","44"
"15159","22117","34","1"
"15160","589","4","356"
"15161","120","1","387"
"15162","313","1","730"
"15163","304","2","17"
"15164","2069","9","68"
"15165","976","1","372"
"15166","167","1","467"
"15167","1660","5","320"
"15168","107","1","25"
"15169","569","2","381"
"15170","81","1","406"
"15171","1290","1","330"
"15172","1624","5","8"
"15173","1495","7","380"
"15174","481","2","322"
"15175","224","1","71"
"15176","988","1","667"
"15177","949","1","425"
"15178","41","1","259"
"15179","7492","13","17"
"15180","904","3","366"
"15181","1200","5","65"
"15182","2999","11","153"
"15183","640","3","547"
"15184","690","4","28"
"15185","311","1","69"
"15186","1403","5","13"
"15187","4777","16","1"
"15188","310","1","724"
"15189","17524","46","0"
"15190","834","1","433"
"15191","588","3","462"
"15192","1981","5","119"
"15193","499","1","60"
"15194","12428","28","2"
"15195","3861","1","2"
"15196","316","2","432"
"15197","1878","6","10"
"15198","571","5","91"
"15199","3122","10","58"
"15200","549","1","494"
"15201","1843","7","86"
"15202","6001","3","419"
"15203","4400","15","25"
"15204","317","1","356"
"15205","653","2","84"
"15206","420","4","9"
"15207","684","3","415"
"15208","971","6","0"
"15209","179","1","729"
"15210","1176","3","224"
"15211","1277","2","59"
"15212","208","2","240"
"15213","328","2","318"
"15214","1661","8","1"
"15215","2422","7","46"
"15216","486","2","87"
"15217","426","1","562"
"15218","11517","22","10"
"15219","685","2","175"
"15220","1779","6","51"
"15221","2465","4","365"
"15222","3551","11","318"
"15223","1418","5","225"
"15224","871","5","357"
"15225","409","1","233"
"15226","154","1","310"
"15227","2488","9","36"
"15228","5580","6","65"
"15229","161","1","585"
"15230","430","2","238"
"15231","250","1","620"
"15232","612","2","112"
"15233","59","1","400"
"15234","197","1","276"
"15235","2938","16","217"
"15236","321","1","298"
"15237","1412","4","1"
"15238","1072","3","28"
"15239","781","2","9"
"15240","4460","12","44"
"15241","3050","11","66"
"15242","302","1","421"
"15243","927","2","73"
"15244","912","3","64"
"15245","4611","8","133"
"15246","780","3","237"
"15247","976","3","121"
"15248","1894","3","410"
"15249","9266","18","31"
"15250","60","1","640"
"15251","20325","21","8"
"15252","2103","5","35"
"15253","2055","8","15"
"15254","1088","3","126"
"15255","3729","9","66"
"15256","170","2","148"
"15257","686","2","282"
"15258","623","2","168"
"15259","1182","4","512"
"15260","9188","25","99"
"15261","1508","4","134"
"15262","419","3","323"
"15263","157","1","106"
"15264","848","2","63"
"15265","3346","4","150"
"15266","852","5","337"
"15267","1717","5","21"
"15268","962","3","478"
"15269","1225","3","23"
"15270","8525","21","15"
"15271","4710","24","6"
"15272","2085","6","56"
"15273","229","1","599"
"15274","717","2","3"
"15275","615","1","37"
"15276","650","4","65"
"15277","476","2","46"
"15278","496","4","561"
"15279","1581","5","354"
"15280","406","3","171"
"15281","8544","16","58"
"15282","349","1","569"
"15283","148","3","389"
"15284","25","1","499"
"15285","95","1","407"
"15286","241","1","49"
"15287","856","5","21"
"15288","3883","10","42"
"15289","1593","5","28"
"15290","10496","26","4"
"15291","13847","40","25"
"15292","181","1","200"
"15293","248","1","665"
"15294","233","1","410"
"15295","217","1","653"
"15296","10343","12","50"
"15297","642","3","9"
"15298","9459","23","1"
"15299","7992","10","66"
"15300","496","1","63"
"15301","7603","17","50"
"15302","308","1","729"
"15303","1224","3","289"
"15304","920","9","60"
"15305","94","1","554"
"15306","3485","9","63"
"15307","205","1","95"
"15308","310","1","273"
"15309","798","4","610"
"15310","1635","1","478"
"15311","116771","208","0"
"15312","2930","12","74"
"15313","52","1","109"
"15314","820","3","198"
"15315","571","2","63"
"15316","165","1","326"
"15317","130","1","676"
"15318","313","1","3"
"15319","205","1","283"
"15320","267","1","43"
"15321","6710","12","70"
"15322","1391","2","85"
"15323","435","3","562"
"15324","140","1","700"
"15325","1602","8","103"
"15326","1701","5","333"
"15327","209","1","52"
"15328","107","1","407"
"15329","2984","11","38"
"15330","715","2","31"
"15331","768","3","499"
"15332","6554","6","365"
"15333","1029","1","207"
"15334","352","3","156"
"15335","174","1","53"
"15336","241","1","401"
"15337","373","1","410"
"15338","283","1","676"
"15339","1828","7","65"
"15340","106","1","561"
"15341","2403","2","80"
"15342","406","1","129"
"15343","365","1","86"
"15344","564","3","0"
"15345","394","1","45"
"15346","596","3","332"
"15347","1364","4","365"
"15348","158","1","71"
"15349","474","2","157"
"15350","663","2","372"
"15351","3738","10","11"
"15352","115","1","548"
"15353","3176","7","254"
"15354","284","3","602"
"15355","277","2","28"
"15356","3465","13","30"
"15358","17050","42","4"
"15359","181","8","662"
"15360","428","1","39"
"15361","689","4","361"
"15362","613","2","448"
"15363","1004","2","372"
"15364","913","2","95"
"15365","4557","13","25"
"15366","2389","7","74"
"15367","5081","11","56"
"15368","723","2","20"
"15369","6251","11","491"
"15370","3739","8","40"
"15371","59","1","661"
"15372","6017","8","136"
"15373","3421","17","7"
"15374","307","2","128"
"15375","61","1","689"
"15376","1233","3","39"
"15377","1212","4","382"
"15378","247","2","462"
"15379","4878","8","168"
"15380","3479","11","8"
"15381","1891","5","213"
"15382","13734","12","14"
"15384","2028","4","169"
"15385","942","3","39"
"15386","394","1","185"
"15387","469","1","491"
"15388","141","1","269"
"15389","2734","5","171"
"15390","1217","2","395"
"15391","290","1","583"
"15392","2912","7","4"
"15393","891","5","15"
"15394","5287","11","9"
"15395","107","1","325"
"15396","796","2","112"
"15397","94","1","289"
"15398","1346","2","15"
"15399","816","3","0"
"15400","1302","8","91"
"15401","217","2","451"
"15402","1831","6","148"
"15403","171","2","491"
"15404","257","1","375"
"15405","660","2","188"
"15406","976","4","30"
"15407","1056","4","33"
"15408","267","1","263"
"15409","131","1","720"
"15410","4686","10","83"
"15411","1359","4","25"
"15412","191","1","170"
"15413","6799","5","691"
"15414","775","3","9"
"15415","573","1","312"
"15416","4573","7","64"
"15417","509","1","84"
"15418","452","2","424"
"15419","136","1","24"
"15420","743","6","433"
"15421","3805","10","58"
"15422","1620","7","322"
"15423","267","3","37"
"15424","598","3","253"
"15425","1945","4","399"
"15426","2615","9","18"
"15427","1483","3","32"
"15428","763","4","14"
"15429","397","2","26"
"15430","955","2","467"
"15431","153","1","502"
"15432","321","2","22"
"15433","533","2","213"
"15434","2567","11","7"
"15435","149","1","21"
"15436","1123","3","11"
"15437","393","2","261"
"15438","157","1","130"
"15439","1269","4","404"
"15440","384","3","54"
"15441","1254","3","395"
"15442","594","1","248"
"15443","5176","14","1"
"15444","1418","2","8"
"15445","285","2","263"
"15446","407","3","376"
"15447","493","5","330"
"15448","789","2","312"
"15449","975","3","25"
"15450","430","1","29"
"15451","233","2","433"
"15452","1799","6","29"
"15453","1388","7","1"
"15454","308","2","361"
"15455","38","1","597"
"15456","2119","10","282"
"15457","237","1","261"
"15458","370","2","24"
"15459","203","2","416"
"15460","217","1","353"
"15461","430","2","460"
"15462","737","4","93"
"15463","126","1","28"
"15464","1049","1","337"
"15465","12656","32","19"
"15466","1571","4","84"
"15467","525","3","8"
"15468","1430","3","50"
"15469","874","3","49"
"15470","63","1","575"
"15471","1317","3","1"
"15472","372","1","112"
"15473","2046","8","13"
"15474","163","1","595"
"15475","454","1","76"
"15476","2210","4","379"
"15477","368","1","649"
"15478","2025","3","39"
"15479","147","1","732"
"15480","6279","5","115"
"15481","1993","1","400"
"15482","14593","19","15"
"15483","862","10","160"
"15484","4656","6","0"
"15485","5772","7","29"
"15486","102","1","526"
"15487","231","1","679"
"15488","432","5","92"
"15489","2420","8","22"
"15490","218","1","429"
"15491","3100","6","94"
"15492","659","2","27"
"15493","4315","9","32"
"15494","3780","5","20"
"15495","247","1","378"
"15496","146","1","630"
"15497","8657","9","17"
"15498","26040","44","2"
"15499","162","1","723"
"15500","1132","4","7"
"15501","403","2","404"
"15502","13993","14","15"
"15503","267","2","362"
"15504","424","4","80"
"15505","3611","5","52"
"15506","2040","6","22"
"15507","492","1","171"
"15508","1000","6","188"
"15509","167","1","379"
"15510","250","1","330"
"15511","909","5","11"
"15512","332","4","155"
"15513","27751","35","32"
"15514","6599","18","11"
"15515","172","1","386"
"15516","62","3","44"
"15517","267","1","232"
"15518","4219","15","63"
"15519","345","2","382"
"15520","344","1","1"
"15521","7107","16","39"
"15522","399","2","32"
"15523","17360","16","83"
"15524","591","2","24"
"15525","1296","4","1"
"15526","148","2","32"
"15527","5576","23","18"
"15528","229","1","253"
"15529","5112","12","22"
"15530","1814","5","21"
"15531","2007","2","7"
"15532","3772","10","24"
"15533","808","3","18"
"15534","162","1","725"
"15535","1088","6","172"
"15536","259","1","408"
"15537","111","1","162"
"15538","3358","6","537"
"15539","538","1","6"
"15540","461","2","10"
"15541","85","1","113"
"15542","918","3","511"
"15543","243","2","287"
"15544","8162","20","8"
"15545","428","2","53"
"15546","1079","2","606"
"15547","10154","26","6"
"15548","158","1","595"
"15549","2346","8","76"
"15550","2219","12","3"
"15551","1710","7","36"
"15552","253","2","216"
"15553","437","1","59"
"15554","217","1","277"
"15555","12112","36","11"
"15556","280","1","23"
"15557","474","1","28"
"15558","214","1","638"
"15559","1109","1","567"
"15560","154","2","397"
"15561","1934","8","11"
"15562","673","3","351"
"15563","2867","7","21"
"15564","71","2","462"
"15565","173","2","49"
"15566","228","2","392"
"15567","186","1","18"
"15568","758","3","2"
"15569","3586","10","103"
"15570","9311","25","6"
"15571","4052","14","11"
"15572","4069","10","4"
"15573","1207","5","31"
"15574","1519","6","177"
"15575","30","1","619"
"15576","941","1","37"
"15577","398","5","150"
"15578","127","1","161"
"15579","1303","5","68"
"15580","1381","8","376"
"15581","7795","38","120"
"15582","683","3","24"
"15583","108","1","375"
"15584","1278","6","23"
"15585","455","1","176"
"15586","1139","3","592"
"15587","1522","7","49"
"15588","580","1","677"
"15589","479","3","255"
"15590","1497","5","381"
"15591","218","3","582"
"15592","389","1","46"
"15593","200","1","70"
"15594","1772","5","15"
"15595","358","1","487"
"15596","3130","9","100"
"15597","563","2","34"
"15598","548","2","52"
"15599","1250","3","26"
"15600","1199","4","427"
"15601","14960","30","10"
"15602","3231","16","7"
"15603","88","2","78"
"15604","216","1","51"
"15605","1937","9","35"
"15606","5231","17","60"
"15607","1709","9","336"
"15608","1786","5","27"
"15609","298","1","183"
"15610","112","1","51"
"15611","2997","26","9"
"15612","195","2","35"
"15613","434","1","609"
"15614","3147","4","437"
"15615","21374","47","9"
"15616","317","1","437"
"15617","829","3","395"
"15618","777","4","32"
"15619","336","1","10"
"15620","1942","4","56"
"15621","1293","4","3"
"15622","7853","17","42"
"15623","2437","8","140"
"15624","588","4","116"
"15625","3236","9","103"
"15626","1068","3","74"
"15627","567","2","456"
"15628","5652","17","4"
"15629","2241","4","449"
"15630","1481","3","44"
"15631","597","1","641"
"15632","3285","8","15"
"15633","4352","13","508"
"15634","555","2","16"
"15635","100","1","395"
"15636","1445","4","89"
"15637","798","5","52"
"15638","2265","6","378"
"15639","1065","3","133"
"15640","23958","29","3"
"15641","5346","12","104"
"15642","106","1","729"
"15643","664","3","191"
"15644","813","4","165"
"15645","1055","3","18"
"15646","975","5","157"
"15647","169","1","414"
"15648","657","2","203"
"15649","2170","4","335"
"15650","554","2","521"
"15651","1259","5","36"
"15652","1420","5","90"
"15653","877","2","92"
"15654","923","2","8"
"15655","561","1","242"
"15656","749","4","44"
"15657","30","1","22"
"15658","2423","8","189"
"15659","532","3","43"
"15660","2813","15","24"
"15661","1216","8","316"
"15662","284","2","660"
"15663","138","1","105"
"15664","1254","4","50"
"15665","4015","5","167"
"15666","633","2","471"
"15667","301","1","39"
"15668","76","1","217"
"15669","684","4","39"
"15670","325","2","296"
"15671","2657","7","18"
"15672","45","1","724"
"15673","6415","9","87"
"15674","6948","13","72"
"15675","542","4","80"
"15676","3436","3","18"
"15677","1306","3","48"
"15678","1894","3","52"
"15679","781","4","23"
"15680","4508","10","8"
"15681","2990","14","24"
"15682","318","2","598"
"15683","525","2","116"
"15684","174","3","546"
"15685","56","1","449"
"15686","90","1","419"
"15687","2993","9","8"
"15688","191","1","418"
"15689","521","3","119"
"15690","240","2","3"
"15691","571","4","251"
"15692","191","1","27"
"15693","38","1","658"
"15694","10811","24","0"
"15695","1131","4","266"
"15696","3907","13","32"
"15697","247","1","689"
"15698","46","1","623"
"15699","310","1","17"
"15700","697","2","171"
"15701","1542","4","1"
"15702","140","2","475"
"15703","212","1","264"
"15704","3818","6","139"
"15705","143","1","200"
"15706","1061","4","63"
"15707","946","4","34"
"15708","4379","9","40"
"15709","328","2","283"
"15710","899","1","416"
"15711","420","2","556"
"15712","3472","12","8"
"15713","1011","4","142"
"15714","785","5","11"
"15715","658","5","555"
"15716","3057","11","145"
"15717","607","5","233"
"15718","294","1","539"
"15719","10223","31","32"
"15720","742","2","23"
"15721","507","1","11"
"15722","5258","11","35"
"15723","948","4","364"
"15724","311","3","200"
"15725","415","1","14"
"15726","322","1","389"
"15727","9446","15","16"
"15728","545","2","379"
"15729","193","3","212"
"15730","1727","5","65"
"15731","125","1","553"
"15732","1682","10","211"
"15733","162","1","282"
"15734","2263","4","114"
"15735","328","1","420"
"15736","1816","2","434"
"15737","1205","8","14"
"15738","13373","41","18"
"15739","449","1","65"
"15740","155","1","48"
"15741","209","2","457"
"15742","157","1","618"
"15743","784","4","15"
"15744","35","1","77"
"15745","1095","4","18"
"15746","197","1","133"
"15747","2563","9","12"
"15748","615","3","39"
"15749","44534","3","234"
"15750","6797","18","2"
"15751","1380","11","460"
"15752","4208","9","39"
"15753","79","1","304"
"15754","3038","9","50"
"15755","5993","17","9"
"15756","533","4","60"
"15757","2940","6","65"
"15758","205","1","24"
"15759","831","7","217"
"15760","13916","2","630"
"15761","143","1","442"
"15762","584","2","64"
"15763","1087","2","31"
"15764","4503","8","87"
"15765","371","1","666"
"15766","831","3","63"
"15768","15601","34","115"
"15769","88704","46","6"
"15770","321","1","612"
"15771","1007","3","603"
"15772","281","1","417"
"15773","775","2","5"
"15774","1330","6","68"
"15775","151","2","244"
"15776","242","1","132"
"15777","1763","7","240"
"15778","308","1","430"
"15779","124","2","462"
"15780","475","3","183"
"15781","345","3","24"
"15782","4014","4","9"
"15783","246","1","10"
"15784","848","2","467"
"15785","5970","16","32"
"15786","8515","5","45"
"15787","948","3","25"
"15788","222","1","508"
"15789","1962","6","357"
"15790","221","1","9"
"15791","3608","5","43"
"15792","934","2","399"
"15793","2400","8","14"
"15794","777","2","735"
"15795","1980","8","149"
"15796","5176","17","0"
"15797","2821","6","112"
"15798","1535","3","492"
"15799","1424","4","75"
"15800","1243","7","106"
"15801","1064","3","45"
"15802","451","1","142"
"15803","1930","4","50"
"15804","4206","13","0"
"15805","10189","30","22"
"15806","785","3","45"
"15807","1818","5","49"
"15808","18410","21","305"
"15809","1274","7","35"
"15810","2999","8","78"
"15811","3891","7","21"
"15812","5201","12","106"
"15813","1304","2","207"
"15814","2634","6","16"
"15815","2101","5","63"
"15816","144","2","541"
"15817","2766","3","420"
"15818","341","1","587"
"15819","3935","10","48"
"15820","207","1","319"
"15821","571","2","43"
"15822","1840","6","2"
"15823","3897","3","371"
"15824","891","2","452"
"15825","533","1","171"
"15826","2598","4","55"
"15827","3794","28","72"
"15828","1109","1","374"
"15829","636","2","98"
"15830","576","1","37"
"15831","802","3","57"
"15832","837","1","253"
"15833","80","1","737"
"15834","3773","7","69"
"15835","954","4","43"
"15836","137","1","49"
"15837","777","2","64"
"15838","74163","34","10"
"15839","1048","3","32"
"15840","356","2","58"
"15841","2742","9","72"
"15842","549","2","392"
"15843","119","1","303"
"15844","131","1","45"
"15845","4426","11","17"
"15846","107","1","384"
"15847","823","5","37"
"15848","140","1","621"
"15850","1059","6","18"
"15851","110","1","526"
"15852","257","3","186"
"15853","111","1","51"
"15854","5584","21","3"
"15855","1053","6","136"
"15856","34220","52","3"
"15857","570","2","18"
"15858","3960","13","15"
"15859","438","1","431"
"15860","2505","17","40"
"15861","4402","12","11"
"15862","2928","13","7"
"15863","359","5","25"
"15864","2181","7","21"
"15865","2249","5","40"
"15866","231","1","100"
"15867","9064","31","4"
"15868","95","1","582"
"15869","324","3","276"
"15870","863","4","32"
"15871","33","1","436"
"15872","796","4","14"
"15873","314","4","499"
"15874","11285","21","63"
"15875","112","1","645"
"15876","1449","2","408"
"15877","493","2","1"
"15878","331","2","561"
"15879","1157","4","403"
"15880","687","1","368"
"15881","501","5","311"
"15882","1496","8","198"
"15883","396","2","1"
"15884","250","2","431"
"15885","1952","15","92"
"15886","1053","4","59"
"15887","1027","3","406"
"15888","429","3","80"
"15889","1806","8","156"
"15890","536","5","394"
"15891","525","1","226"
"15892","128","1","668"
"15893","305","1","481"
"15894","420","2","252"
"15895","179","1","149"
"15897","222","2","193"
"15898","5596","25","0"
"15899","113","1","368"
"15900","900","4","23"
"15901","703","7","16"
"15902","145","1","379"
"15903","8940","12","9"
"15904","165","1","7"
"15905","115","1","542"
"15906","2556","10","19"
"15907","967","3","3"
"15908","765","2","490"
"15909","192","1","173"
"15910","2682","15","0"
"15911","1702","8","623"
"15912","1075","9","177"
"15913","6","1","533"
"15914","206","2","377"
"15915","429","1","401"
"15916","3427","13","15"
"15917","561","5","247"
"15918","583","3","190"
"15919","911","2","19"
"15920","572","9","153"
"15921","802","4","172"
"15922","739","1","372"
"15923","254","1","372"
"15924","103","1","730"
"15925","207","1","193"
"15926","134","1","541"
"15927","123","1","646"
"15928","294","1","655"
"15929","594","1","643"
"15930","427","1","66"
"15931","240","1","427"
"15932","2496","8","3"
"15933","1107","3","20"
"15934","2191","2","417"
"15935","417","2","238"
"15936","283","2","378"
"15937","145","1","63"
"15938","735","9","111"
"15939","9060","16","89"
"15940","36","1","310"
"15941","405","1","636"
"15942","337","1","133"
"15943","271","2","649"
"15944","2164","4","276"
"15945","827","4","364"
"15946","2304","3","502"
"15947","1708","1","82"
"15948","1509","3","7"
"15949","365","2","16"
"15950","7181","10","31"
"15951","1013","3","8"
"15952","807","4","33"
"15953","3670","18","14"
"15954","191","1","588"
"15955","8658","22","23"
"15956","618","2","550"
"15957","930","3","31"
"15958","493","4","73"
"15959","579","3","681"
"15960","411","4","373"
"15961","451","1","378"
"15962","296","1","448"
"15963","471","2","19"
"15964","273","1","662"
"15965","3013","13","16"
"15966","427","1","450"
"15967","3042","12","22"
"15968","418","1","387"
"15969","1127","5","2"
"15970","1017","2","303"
"15971","5903","18","17"
"15972","1810","5","455"
"15973","988","3","366"
"15974","3442","7","38"
"15975","371","1","83"
"15976","1747","6","164"
"15977","1055","2","16"
"15978","3279","3","76"
"15979","329","1","602"
"15980","6594","7","88"
"15981","9363","21","24"
"15982","325","1","604"
"15983","3959","8","21"
"15984","8759","30","2"
"15985","2715","7","122"
"15986","354","2","29"
"15987","1682","8","11"
"15988","770","3","18"
"15989","373","2","375"
"15990","2010","7","43"
"15991","151","1","533"
"15992","897","3","3"
"15993","2798","7","8"
"15994","1202","3","54"
"15995","696","1","413"
"15996","1687","7","87"
"15998","8308","16","36"
"15999","20","1","735"
"16000","12394","3","2"
"16001","583","1","380"
"16002","169","1","624"
"16003","5614","10","29"
"16004","2146","5","474"
"16005","2436","10","11"
"16006","347","2","210"
"16007","3075","7","47"
"16008","5384","15","23"
"16009","993","4","21"
"16010","1724","11","245"
"16011","5880","29","7"
"16012","2990","5","34"
"16013","57446","84","3"
"16014","1130","5","37"
"16015","705","3","3"
"16016","2534","11","2"
"16017","1554","5","46"
"16018","698","4","38"
"16019","17466","27","46"
"16020","851","3","16"
"16021","532","2","394"
"16022","628","1","259"
"16023","720","3","45"
"16024","484","3","11"
"16025","440","1","29"
"16026","236","1","42"
"16027","2048","15","91"
